"thu","ngay","dot","ky","n1","n2","n3","n4","n5","n6","dd_cnt","dd_amt","g1_cnt","g1_amt","g2_cnt","g2_amt","g3_cnt","g3_amt","g4_cnt","g4_amt","g5_cnt","g5_amt","kk_cnt","kk_amt","dec0","dec1","dec2","dec3","dbx","dbdd","dd","sc","cam","snt","snt_cnt","xx","ke","t1","g0","p1","mod","sum","dec","dec_ck","cl5","cl5_ck","jpp","qh_ky","qh_hit","qhl","qhc","jpck","jpm_info","jpm_cnt","is_jp","is_chia","is_day","updated_at"
T2,2025-09-08,"1","00143",11,14,19,21,25,2,0,12247311000,0,10000000,13,5000000,104,500000,256,100000,2547,30000,15895,10000,0,3,2,0,X,C,LL,1,"0,3","11-19",2,"11",0,1,2,0,"12",90,"0320",76,LCLLL,19,16,20,,"16",1,19,"86 (00057: 1-14-19-25-27)",3,false,false,false,2026-05-11 13:11:22.939 +0700
CN,2025-09-07,"2","00142",21,25,26,29,30,9,0,11486765500,0,10000000,7,5000000,72,500000,285,100000,2496,30000,23907,10000,0,0,4,1,Z,L,LC,2,"0,1","29",1,,2,0,0,0,,131,"0041",51,LLCLC,8,18,20,,"16",1,18,"7 (00135: 12-17-23-26-29)",2,false,false,false,2026-05-11 13:11:22.940 +0700
CN,2025-09-07,"1","00141",1,3,10,14,15,7,0,10619029000,1,10000000,7,5000000,59,500000,182,100000,1903,30000,16652,10000,2,3,0,0,Y,L,LL,2,"2,3","3",1,,1,0,0,0,,43,"2300",78,LLCCL,9,20,20,,"16",1,17,"72 (00069: 1-3-7-10-25)",3,false,false,false,2026-05-11 13:11:22.941 +0700
T7,2025-09-06,"2","00140",5,7,29,32,33,12,0,10009705500,1,10000000,7,5000000,72,500000,147,100000,2536,30000,13711,10000,2,0,1,2,Z,C,LL,1,"1","5-7-29",3,"33",1,1,1,0,,106,"2012",45,LLLCL,21,31,20,"33","16,33",2,16,"8 (00132: 5-9-12-32-35)",2,false,false,false,2026-05-11 13:11:22.942 +0700
T7,2025-09-06,"1","00139",7,11,13,27,34,4,0,9157061500,0,10000000,7,5000000,86,500000,192,100000,2168,30000,10600,10000,1,2,1,1,X,C,LC,1,,"7-11-13",3,"11",0,0,0,1,"72",92,"1211",1,LLLLC,,21,20,"34","16,33,34",3,15,"14 (00125: 7-11-18-20-27)",3,false,false,false,2026-05-11 13:11:22.942 +0700
T6,2025-09-05,"2","00138",6,15,17,20,30,10,0,8587063000,0,10000000,14,5000000,76,500000,281,100000,2359,30000,17091,10000,1,2,1,1,Z,C,CC,3,,"17",1,,0,0,1,0,"02",88,"1211",7,CLLCC,2,12,20,,"16,33",2,14,"12 (00126: 4-6-14-15-20)",3,false,false,false,2026-05-11 13:11:22.943 +0700
T6,2025-09-05,"1","00137",1,4,20,23,35,11,0,7900241000,0,10000000,2,5000000,34,500000,108,100000,1253,30000,10858,10000,2,0,2,1,Z,L,LL,2,"1","23",1,,0,1,1,0,,83,"2021",1,LCCLL,31,11,20,,"16,33",2,13,"130 (00007: 13-20-23-27-35)",3,false,false,false,2026-05-11 13:11:22.944 +0700
T5,2025-09-04,"2","00136",4,5,27,28,30,5,0,7590772500,0,10000000,5,5000000,66,500000,223,100000,2086,30000,17463,10000,2,0,2,1,Y,L,CC,3,"1","5",1,,2,1,0,2,,94,"2021",23,CLLCC,111,14,20,,"16,33",2,12,"36 (00100: 1-5-12-27-30)",3,false,false,true,2026-05-11 13:11:22.944 +0700
T5,2025-09-04,"1","00135",12,17,23,26,29,12,0,7437710000,0,10000000,3,5000000,58,500000,127,100000,1893,30000,9448,10000,0,2,3,0,Z,C,CL,2,"0,3","17-23-29",3,,0,1,0,0,,107,"0230",43,CLLCL,58,21,20,"29","16,29,33",3,11,"2 (00133: 1-6-9-17-26)",2,false,false,false,2026-05-11 13:11:22.945 +0700
T4,2025-09-03,"2","00134",1,5,10,21,30,3,0,7288615000,0,10000000,7,5000000,96,500000,221,100000,2143,30000,18402,10000,2,1,1,1,X,L,LC,2,,"5",1,,0,1,1,1,"02,12",67,"2111",4,LLCLC,4,4,20,,"16,33",2,10,"4 (00130: 5-7-10-21-30)",4,false,false,false,2026-05-11 13:11:22.946 +0700
T7,2025-08-30,"1","00125",7,11,18,20,27,10,0,6082902500,0,10000000,3,5000000,61,500000,158,100000,1699,30000,11777,10000,1,2,2,0,Z,C,LL,2,"3","7-11",2,"11",0,2,0,1,"72",83,"1220",17,LLCCL,7,8,20,,,0,1,"87 (00038: 7-11-17-18-25)",3,false,false,false,2026-05-11 13:11:22.954 +0700
T6,2025-08-29,"2","00124",9,12,13,19,25,8,1,13958467500,1,10000000,32,5000000,321,500000,919,100000,8528,30000,53863,10000,1,3,1,0,Y,C,LL,1,"3","13-19",2,,1,1,0,1,"92",78,"1310",12,LCLLL,67,10,20,,,0,0,"110 (00014: 3-13-19-25-29)",3,true,false,false,2026-05-11 13:11:22.955 +0700
T6,2025-08-29,"1","00123",8,10,21,27,31,5,0,12155408500,1,10000000,10,5000000,88,500000,233,100000,2726,30000,16693,10000,1,1,2,1,Y,L,CL,2,,"31",1,,0,1,0,0,"12",97,"1121",9,CCLLL,69,13,20,,,0,21,"33 (00090: 1-8-10-27-29)",3,false,false,false,2026-05-11 13:11:22.956 +0700
T5,2025-08-28,"2","00122",1,4,17,18,28,5,0,11339777500,1,10000000,7,5000000,97,500000,214,100000,2426,30000,20016,10000,2,2,1,0,Y,L,LC,3,"3","17",1,,1,2,1,1,"82",68,"2210",15,LCLCC,20,12,20,,,0,20,"21 (00101: 1-4-17-33-34)",3,false,false,true,2026-05-11 13:11:22.957 +0700
T5,2025-08-28,"1","00121",3,18,19,23,30,7,0,10378225500,1,10000000,5,5000000,57,500000,251,100000,2168,30000,16258,10000,1,2,1,1,Y,L,LC,2,,"3-19-23",3,,1,1,1,1,"32",93,"1211",2,LCLLC,4,15,20,,,0,19,"23 (00098: 3-18-20-26-30)",3,false,false,false,2026-05-11 13:11:22.957 +0700
T4,2025-08-27,"2","00120",2,9,10,24,30,5,0,9749397000,0,10000000,9,5000000,102,500000,282,100000,2950,30000,21852,10000,2,1,1,1,Y,L,CC,4,,"2",1,,1,1,0,0,"02",75,"2111",14,CLCCC,9,15,20,,,0,18,"17 (00103: 3-10-24-30-33)",3,false,false,false,2026-05-11 13:11:22.958 +0700
T4,2025-08-27,"1","00119",7,11,17,22,35,8,0,8980434500,0,10000000,4,5000000,43,500000,158,100000,1774,30000,16164,10000,1,2,1,1,Y,C,LL,1,,"7-11-17",3,"11,22",0,0,3,1,"72",92,"1211",3,LLLCL,50,15,20,,,0,17,"1 (00118: 7-11-26-34-35)",3,false,false,false,2026-05-11 13:11:22.959 +0700
T3,2025-08-26,"2","00118",7,11,26,34,35,9,0,8395403000,1,10000000,8,5000000,73,500000,313,100000,2675,30000,23601,10000,1,1,1,2,Z,L,LL,2,,"7-11",2,"11",1,1,0,1,,113,"1112",15,LLCCL,10,12,20,,,0,16,"3 (00115: 1-7-14-25-26)",2,false,false,true,2026-05-11 13:11:22.959 +0700
T3,2025-08-26,"1","00117",13,20,25,27,30,11,0,8219542500,0,10000000,6,5000000,85,500000,165,100000,2151,30000,12169,10000,0,1,3,1,Z,L,LC,2,"0","13",1,,0,0,1,1,"02",115,"0131",7,LCLLC,16,17,20,,,0,15,"18 (00099: 15-20-23-27-30)",3,false,false,false,2026-05-11 13:11:22.960 +0700
T2,2025-08-25,"2","00116",2,15,19,25,34,6,0,8115830000,1,10000000,12,5000000,104,500000,288,100000,3326,30000,21694,10000,1,2,1,1,Y,C,CC,2,,"2-19",2,,0,1,1,2,"52",95,"1211",5,CLLLC,3,23,20,"19","19",1,14,"56 (00060: 15-19-25-32-33)",3,false,false,true,2026-05-11 13:11:22.961 +0700
T2,2025-08-25,"1","00115",1,7,14,25,26,1,0,7965982500,0,10000000,6,5000000,62,500000,139,100000,1790,30000,9750,10000,2,1,2,0,X,L,LC,2,"3","7",1,,1,0,1,1,,73,"2120",25,LLCLC,15,37,20,"7","7,19",2,13,"46 (00069: 1-3-7-10-25)",3,false,false,true,2026-05-11 13:11:22.962 +0700
CN,2025-08-24,"2","00114",4,12,25,29,34,12,0,7788380000,0,10000000,3,5000000,81,500000,171,100000,2763,30000,12538,10000,1,1,2,1,Z,C,CC,3,,"29",1,,0,1,0,0,"42",104,"1121",16,CCLLC,7,14,20,,"7,19",2,12,"13 (00101: 1-4-17-33-34)",2,false,false,false,2026-05-11 13:11:22.962 +0700
CN,2025-08-24,"1","00113",8,9,21,23,30,12,0,7546995000,0,10000000,7,5000000,55,500000,152,100000,1753,30000,9562,10000,2,0,2,1,Z,C,CC,2,"1","23",1,,1,0,0,1,,91,"2021",17,CLLLC,,16,20,,"7",1,11,"4 (00109: 8-9-32-33-34)",2,false,false,false,2026-05-11 13:11:22.963 +0700
T7,2025-08-23,"2","00112",6,11,16,17,29,7,0,7402845000,0,10000000,6,5000000,79,500000,274,100000,2630,30000,20557,10000,1,3,1,0,Y,L,CL,2,"3","11-17-29",3,"11",1,1,0,0,"62",79,"1310",34,CLCLL,23,18,20,,"7",1,10,"18 (00094: 3-4-11-29-30)",2,false,false,false,2026-05-11 13:11:22.964 +0700
T7,2025-08-23,"1","00111",4,13,14,26,30,8,0,7250027500,0,10000000,1,5000000,53,500000,189,100000,1764,30000,16503,10000,1,2,1,1,Y,C,CC,4,,"13",1,,1,1,0,0,"42",87,"1211",26,CLCCC,28,8,20,,"7",1,9,"4 (00107: 2-4-13-15-26)",3,false,false,false,2026-05-11 13:11:22.965 +0700
T6,2025-08-22,"2","00110",16,20,23,28,31,2,0,7126327500,1,10000000,7,5000000,100,500000,184,100000,2883,30000,12872,10000,0,1,3,1,X,C,CL,3,"0","23-31",2,,0,1,0,0,,118,"0131",6,CCLCL,101,25,20,"16,31","7,16,31",3,8,"6 (00104: 14-20-22-28-32)",2,false,false,false,2026-05-11 13:11:22.967 +0700
T6,2025-08-22,"1","00109",8,9,32,33,34,2,0,6937427500,1,10000000,2,5000000,54,500000,133,100000,1951,30000,9714,10000,2,0,0,3,X,C,CC,3,"1,2",,0,"33",3,1,1,0,,116,"2003",,CLCLC,12,12,20,,"7,16,31",3,7,"12 (00097: 8-21-24-33-34)",3,false,false,false,2026-05-11 13:11:22.969 +0700
T5,2025-08-21,"2","00108",9,13,18,24,29,2,0,6765762500,0,10000000,5,5000000,102,500000,199,100000,2607,30000,15009,10000,1,2,2,0,X,C,LL,2,"3","13-29",2,,0,0,1,0,"92",93,"1220",3,LLCCL,12,14,20,,"7,16,31",3,6,"84 (00024: 9-24-29-32-35)",3,false,false,false,2026-05-11 13:11:22.972 +0700
T5,2025-08-21,"1","00107",2,4,13,15,26,1,0,6569485000,0,10000000,1,5000000,62,500000,102,100000,1633,30000,9089,10000,2,2,1,0,X,L,CC,3,"3","2-13",2,,0,1,0,2,,60,"2210",20,CCLLC,77,20,20,,"7,16,31",3,5,"15 (00092: 13-18-23-26-27)",2,false,false,false,2026-05-11 13:11:22.972 +0700
T4,2025-08-20,"2","00106",3,6,18,25,35,12,0,6392685000,2,10000000,8,5000000,89,500000,163,100000,2673,30000,12812,10000,2,1,1,1,Z,C,LL,2,,"3",1,,0,0,1,2,"52",87,"2111",6,LCCLL,16,13,20,,"7,16",2,4,"26 (00080: 6-12-18-23-25)",3,false,false,false,2026-05-11 13:11:22.973 +0700
T4,2025-08-20,"1","00105",5,10,15,24,25,7,0,6217080000,0,10000000,15,5000000,120,500000,221,100000,2092,30000,14940,10000,1,2,2,0,Y,L,LL,2,"3","5",1,,1,0,0,1,"53",79,"1220",3,LCLCL,13,14,20,,"7",1,3,"3 (00102: 5-10-15-20-28)",3,false,false,false,2026-05-11 13:11:22.974 +0700
T3,2025-08-19,"2","00104",14,20,22,28,32,6,0,6216382500,2,10000000,6,5000000,113,500000,242,100000,2406,30000,16137,10000,0,1,3,1,Y,C,CC,5,"0",,0,"22",0,1,0,0,"22",116,"0131",5,CCCCC,19,32,20,"14","7,14",2,2,"13 (00091: 20-22-25-28-32)",4,false,false,false,2026-05-11 13:11:22.975 +0700
T3,2025-08-19,"1","00103",3,10,24,30,33,4,0,6100900000,0,10000000,9,5000000,71,500000,156,100000,1735,30000,9506,10000,1,1,1,2,X,C,LL,3,,"3",1,"33",0,0,1,0,"02,32",100,"1112",22,LCCCL,33,6,20,,"7,14",2,1,"93 (00010: 10-23-24-30-33)",4,false,false,false,2026-05-11 13:11:22.975 +0700
T2,2025-08-18,"2","00102",5,10,15,20,28,12,1,6962225000,1,10000000,16,5000000,169,500000,214,100000,3438,30000,16635,10000,1,2,2,0,Z,C,LC,3,"3","5",1,,0,0,0,1,"02,52",78,"1220",22,LCLCC,18,12,20,,"7,14",2,0,"19 (00083: 2-15-20-24-28)",3,true,false,false,2026-05-11 13:11:22.977 +0700
T2,2025-08-18,"1","00101",1,4,17,33,34,6,0,6818807500,1,10000000,5,5000000,43,500000,157,100000,1463,30000,15326,10000,2,1,0,2,Y,C,LC,2,"2","17",1,"33",1,1,1,0,"42",89,"2102",,LCLLC,2,12,20,,"7,14",2,28,"4 (00097: 8-21-24-33-34)",2,false,false,false,2026-05-11 13:11:22.978 +0700
CN,2025-08-17,"2","00100",1,5,12,27,30,3,0,6685642500,0,10000000,2,5000000,74,500000,149,100000,2225,30000,15070,10000,2,1,1,1,X,L,LC,2,,"5",1,,0,0,2,0,,75,"2111",6,LLCLC,36,20,20,,"7,14",2,27,"21 (00079: 1-18-27-29-30)",3,false,false,false,2026-05-11 13:11:22.979 +0700
CN,2025-08-17,"1","00099",15,20,23,27,30,4,0,6464850000,1,10000000,2,5000000,71,500000,138,100000,1777,30000,10077,10000,0,1,3,1,X,C,LC,2,"0","23",1,,0,0,2,1,"02",115,"0131",35,LCLLC,4,16,20,,"7,14",2,26,"92 (00007: 13-20-23-27-35)",3,false,false,false,2026-05-11 13:11:22.979 +0700
T7,2025-08-16,"1","00097",8,21,24,33,34,3,0,6164275000,0,10000000,7,5000000,50,500000,206,100000,2018,30000,12280,10000,1,0,2,2,X,L,CC,3,"1",,0,"33",1,1,1,2,"42",120,"1022",22,CLCLC,,33,20,"21","14,21",2,24,"8 (00089: 8-17-24-25-33)",3,false,false,false,2026-05-11 13:11:22.982 +0700
T6,2025-08-15,"2","00096",3,9,20,26,33,4,-1,18934861000,2,3174383000,52,65685000,481,7060000,1403,2345000,14978,240000,101133,10000,2,0,2,1,X,C,LL,2,"1","3",1,"33",0,2,1,0,"32",91,"2021",76,LLCCL,35,9,20,,"14,21",2,23,"12 (00084: 9-16-17-26-32)",2,false,true,false,2026-05-11 13:11:22.983 +0700
T6,2025-08-15,"1","00095",5,6,27,33,34,8,0,13964416500,1,10000000,15,5000000,112,500000,478,100000,3566,30000,37102,10000,2,0,1,2,Y,C,LC,2,"1","5",1,"33",2,0,0,1,,105,"2012",29,LCLLC,1,19,20,,"14,21",2,22,"39 (00056: 3-6-11-27-33)",3,false,false,false,2026-05-11 13:11:22.986 +0700
T5,2025-08-14,"2","00094",3,4,11,29,30,3,0,12884383500,0,10000000,4,5000000,105,500000,267,100000,3125,30000,22792,10000,2,1,1,1,X,L,LC,2,,"3-11-29",3,"11",2,0,1,0,,77,"2111",38,LCLLC,15,13,20,,"14,21",2,21,"6 (00088: 3-4-10-13-32)",2,false,false,false,2026-05-11 13:11:22.987 +0700
T5,2025-08-14,"1","00093",11,19,22,27,35,10,0,11643929000,0,10000000,8,5000000,109,500000,267,100000,2473,30000,18407,10000,0,2,2,1,Z,C,LL,1,"0","11-19",2,"11,22",0,1,1,2,,114,"0221",43,LLCLL,,30,20,"19","14,19,21",3,20,"64 (00029: 13-15-19-22-27)",3,false,false,false,2026-05-11 13:11:22.988 +0700
T4,2025-08-13,"2","00092",13,18,23,26,27,12,0,10884350000,1,10000000,8,5000000,192,500000,255,100000,3828,30000,17188,10000,0,2,3,0,Z,C,LL,2,"0,3","13-23",2,,1,1,0,2,"32",107,"0230",,LCLCL,14,8,20,,"19,21",2,19,"28 (00064: 13-21-26-27-32)",3,false,false,true,2026-05-11 13:11:22.989 +0700
T4,2025-08-13,"1","00091",20,22,25,28,32,1,0,9952698000,0,10000000,6,5000000,78,500000,119,100000,2489,30000,10021,10000,0,0,4,1,X,L,CC,4,"0,1",,0,"22",0,1,0,1,"22",127,"0041",,CCLCC,,8,20,,"19,21",2,18,"18 (00073: 5-20-25-30-32)",3,false,false,false,2026-05-11 13:11:22.989 +0700
T3,2025-08-12,"2","00090",1,8,10,27,29,11,0,9183921500,0,10000000,7,5000000,84,500000,222,100000,2594,30000,18745,10000,2,1,2,0,Z,L,LL,2,"3","29",1,,0,0,1,0,,75,"2120",29,LCCLL,19,11,20,,"19,21",2,17,"11 (00079: 1-18-27-29-30)",3,false,false,false,2026-05-11 13:11:22.990 +0700
T3,2025-08-12,"1","00089",8,17,24,25,33,5,0,8546250000,1,10000000,6,5000000,93,500000,265,100000,2363,30000,17117,10000,1,1,2,1,Y,L,CL,2,,"17",1,"33",1,0,0,1,,107,"1121",10,CLCLL,,9,20,,"19,21",2,16,"14 (00075: 8-20-24-30-34)",2,false,false,false,2026-05-11 13:11:22.991 +0700
T2,2025-08-11,"2","00088",3,4,10,13,32,1,0,8453195000,1,10000000,4,5000000,88,500000,219,100000,3197,30000,16034,10000,2,2,0,1,X,L,LC,3,"2","3-13",2,,1,1,0,2,"32",62,"2201",12,LCCLC,12,25,20,"4","4,19,21",3,15,"12 (00076: 5-8-10-13-32)",3,false,false,false,2026-05-11 13:11:22.992 +0700
T2,2025-08-11,"1","00087",2,9,11,17,23,3,0,8117617500,1,10000000,7,5000000,95,500000,162,100000,2581,30000,12500,10000,2,2,1,0,X,L,CL,1,"3","2-11-17-23",4,"11",0,1,0,1,,62,"2210",5,CLLLL,25,31,20,"11","4,11,19,21",4,14,"3 (00084: 9-16-17-26-32)",2,false,false,true,2026-05-11 13:11:22.992 +0700
CN,2025-08-10,"2","00086",22,24,28,31,34,3,0,7959545000,1,10000000,9,5000000,102,500000,233,100000,2498,30000,18665,10000,0,0,3,2,X,L,CC,4,"0,1","31",1,"22",0,0,2,0,"42",139,"0032",24,CCCLC,41,9,20,,"4,11,19,21",4,13,"42 (00044: 21-28-31-34-35)",3,false,false,false,2026-05-11 13:11:22.993 +0700
CN,2025-08-10,"1","00085",8,16,18,28,34,7,0,7766407500,1,10000000,4,5000000,114,500000,249,100000,2415,30000,15874,10000,1,2,1,1,Y,L,CC,5,,,0,,0,2,1,1,"83",104,"1211",1,CCCCC,10,10,20,,"4,11,19,21",4,12,"10 (00075: 8-20-24-30-34)",2,false,false,false,2026-05-11 13:11:22.994 +0700
T7,2025-08-09,"2","00084",9,16,17,26,32,12,0,7677005000,2,10000000,9,5000000,114,500000,256,100000,3306,30000,17172,10000,1,2,1,1,Z,C,LC,3,,"17",1,,1,0,0,1,"62",100,"1211",12,LCLCC,11,34,20,"17","4,11,17,19",4,11,"2 (00082: 1-9-15-16-20)",2,false,false,true,2026-05-11 13:11:22.995 +0700
T7,2025-08-02,"2","00070",1,12,18,20,25,10,1,19410452000,9,10000000,57,5000000,619,500000,1763,100000,16797,30000,113257,10000,1,2,2,0,Z,C,LL,3,"3",,0,,0,0,2,0,,76,"1220",13,LCCCL,2,8,20,,"2",1,0,"49 (00021: 1-2-12-25-31)",3,true,false,false,2026-05-11 13:11:23.007 +0700
T7,2025-08-02,"1","00069",1,3,7,10,25,11,0,14408047500,3,10000000,13,5000000,185,500000,366,100000,4770,30000,25981,10000,3,1,1,0,Z,L,LL,1,"3","3-7",2,,0,1,0,1,,46,"3110",32,LLLCL,9,14,20,,"2",1,53,"58 (00011: 1-3-7-10-24)",4,false,false,false,2026-05-11 13:11:23.007 +0700
T6,2025-08-01,"2","00068",9,12,22,26,31,11,0,13029911500,0,10000000,5,5000000,166,500000,328,100000,4261,30000,27279,10000,1,1,2,1,Z,L,LL,3,,"31",1,"22",0,1,2,0,"22",100,"1121",3,LCCCL,17,5,20,,"2",1,52,"34 (00034: 9-12-22-31-35)",4,false,false,false,2026-05-11 13:11:23.008 +0700
T6,2025-08-01,"1","00067",12,14,16,22,23,9,0,11635518500,1,10000000,15,5000000,107,500000,307,100000,2968,30000,22498,10000,0,3,2,0,Z,L,CL,4,"0,3","23",1,"22",1,0,1,1,"22",87,"0320",13,CCCCL,25,12,20,,"2",1,51,"12 (00055: 1-7-12-16-23)",3,false,false,false,2026-05-11 13:11:23.009 +0700
T5,2025-07-31,"2","00066",3,6,22,31,33,2,0,10848645500,2,10000000,8,5000000,97,500000,256,100000,3527,30000,19222,10000,2,0,1,2,X,C,LL,2,"1","3-31",2,"22,33",0,1,1,0,"32",95,"2012",7,LCCLL,19,13,20,,,0,50,"10 (00056: 3-6-11-27-33)",3,false,false,true,2026-05-11 13:11:23.010 +0700
T5,2025-07-31,"1","00065",3,10,24,26,34,6,0,9699894000,0,10000000,14,5000000,77,500000,356,100000,2555,30000,18269,10000,1,1,2,1,Y,C,LC,4,,"3",1,,0,1,1,0,"42",97,"1121",17,LCCCC,59,16,20,,,0,49,"54 (00011: 1-3-7-10-24)",3,false,false,false,2026-05-11 13:11:23.010 +0700
T4,2025-07-30,"2","00064",13,21,26,27,32,3,0,8971819000,0,10000000,8,5000000,92,500000,213,100000,2911,30000,16791,10000,0,1,3,1,X,L,LC,2,"0","13",1,,1,0,0,0,,119,"0131",57,LLCLC,15,29,20,"13","13",1,48,"35 (00029: 13-15-19-22-27)",2,false,false,false,2026-05-11 13:11:23.011 +0700
T4,2025-07-30,"1","00063",4,9,10,18,19,2,0,8028147500,1,10000000,11,5000000,120,500000,224,100000,3017,30000,14469,10000,2,3,0,0,X,C,CL,3,"2,3","19",1,,2,1,0,0,"92",60,"2300",62,CLCCL,53,21,20,"4","4,13",2,47,"10 (00053: 9-10-19-22-24)",3,false,false,false,2026-05-11 13:11:23.011 +0700
T3,2025-07-29,"2","00062",20,21,29,31,33,3,0,7574632500,0,10000000,10,5000000,71,500000,277,100000,2905,30000,21113,10000,0,0,3,2,X,L,CL,1,"0,1","29-31",2,"33",1,0,1,1,"12",134,"0032",,CLLLL,,18,20,,"13",1,46,"12 (00050: 17-18-27-29-33)",2,false,false,true,2026-05-11 13:11:23.012 +0700
T3,2025-07-29,"1","00061",1,5,16,28,29,8,0,7326952500,1,10000000,7,5000000,45,500000,281,100000,2215,30000,21592,10000,2,1,2,0,Y,C,LL,2,"3","5-29",2,,1,0,0,1,,79,"2120",45,LLCCL,2,20,20,,"13",1,45,"2 (00059: 1-3-28-32-33)",2,false,false,true,2026-05-11 13:11:23.013 +0700
T2,2025-07-28,"2","00060",15,19,25,32,33,5,0,7184975000,0,10000000,14,5000000,98,500000,418,100000,3488,30000,27086,10000,0,2,1,2,Y,L,LL,1,"0","19",1,"33",1,1,2,1,"52",124,"0212",,LLLCL,22,31,20,"15","13,15",2,44,"1 (00059: 1-3-28-32-33)",2,false,false,false,2026-05-11 13:11:23.013 +0700
T2,2025-07-28,"1","00059",1,3,28,32,33,11,0,6982957500,0,10000000,2,5000000,45,500000,152,100000,1980,30000,14184,10000,2,0,1,2,Z,L,LL,2,"1","3",1,"33",1,0,2,1,"32",97,"2012",,LLCCL,4,3,20,,"13,15",2,43,"10 (00049: 3-21-28-33-34)",3,false,false,true,2026-05-11 13:11:23.014 +0700
CN,2025-07-27,"2","00058",10,24,28,30,32,1,0,6725782500,0,10000000,3,5000000,105,500000,198,100000,3340,30000,14992,10000,0,1,2,2,X,L,CC,5,"0",,0,,0,1,0,1,"02",124,"0122",48,CCCCC,12,34,20,"32","13,15,32",3,42,"35 (00023: 11-17-24-28-30)",3,false,false,false,2026-05-11 13:11:23.015 +0700
CN,2025-07-27,"1","00057",1,14,19,25,27,8,0,6399597500,0,10000000,6,5000000,70,500000,270,100000,2255,30000,18730,10000,1,2,2,0,Y,C,LL,1,"3","19",1,,0,0,1,0,,86,"1220",4,LCLLL,1,10,20,,"13,15,32",3,41,"27 (00030: 12-14-19-27-34)",3,false,false,true,2026-05-11 13:11:23.017 +0700
T7,2025-07-26,"2","00056",3,6,11,27,33,6,0,6260852500,0,10000000,13,5000000,120,500000,393,100000,3470,30000,25533,10000,2,1,1,1,Y,C,LL,1,,"3-11",2,"11,33",0,2,0,0,"32",80,"2111",5,LCLLL,6,36,20,"6","6,13,15,32",4,40,"41 (00015: 3-11-12-27-32)",3,false,false,false,2026-05-11 13:11:23.018 +0700
T7,2025-07-26,"1","00055",1,7,12,16,23,8,0,6136077500,0,10000000,10,5000000,87,500000,262,100000,2488,30000,21187,10000,2,2,1,0,Y,C,LL,2,"3","7-23",2,,0,0,2,0,,59,"2210",22,LLCCL,54,18,20,,"6,15,32",3,39,"1 (00054: 16-18-19-23-25)",2,false,false,false,2026-05-11 13:11:23.021 +0700
T6,2025-07-25,"2","00054",16,18,19,23,25,11,-1,19639152000,10,672347200,38,91135000,650,5535000,1239,2740000,16836,220000,90169,10000,0,3,2,0,Z,L,CL,2,"0,3","19-23",2,,1,2,1,2,,101,"0320",25,CCLLL,,22,20,"23","6,15,23,32",4,38,"7 (00047: 3-14-16-21-25)",2,false,true,true,2026-05-11 13:11:23.022 +0700
T6,2025-07-25,"1","00053",9,10,19,22,24,7,0,14932091500,0,10000000,23,5000000,185,500000,564,100000,5707,30000,38273,10000,1,2,2,0,Y,L,LC,3,"3","19",1,"22",1,2,2,1,"92",84,"1220",6,LCLCC,,12,20,,"6,15,23,32",4,37,"52 (00001: 7-9-10-16-19)",3,false,false,false,2026-05-11 13:11:23.023 +0700
T5,2025-07-24,"2","00052",9,10,11,30,35,1,0,13274458500,2,10000000,10,5000000,178,500000,322,100000,4893,30000,22844,10000,1,2,0,2,X,L,LL,2,"2","11",1,"11",2,0,0,1,"02",95,"1202",,LCLCL,8,12,20,,"6,15,32",3,36,"44 (00008: 9-11-27-29-35)",3,false,false,false,2026-05-11 13:11:23.024 +0700
T5,2025-07-24,"1","00051",7,8,18,22,33,7,0,11754672500,0,10000000,15,5000000,93,500000,344,100000,2936,30000,23461,10000,2,1,1,1,Y,L,LL,3,,"7",1,"22,33",1,0,2,1,"82",88,"2111",30,LCCCL,3,6,20,,"6,15,32",3,35,"19 (00032: 7-8-22-23-28)",3,false,false,false,2026-05-11 13:11:23.025 +0700
T4,2025-07-23,"2","00050",17,18,27,29,33,8,0,10900310000,0,10000000,8,5000000,94,500000,378,100000,3354,30000,32510,10000,0,2,2,1,Y,C,LL,1,"0","17-29",2,"33",1,2,1,1,"72",124,"0221",27,LCLLL,43,13,20,,"6,15,32",3,34,"45 (00005: 1-18-25-27-33)",3,false,false,false,2026-05-11 13:11:23.026 +0700
T4,2025-07-23,"1","00049",3,21,28,33,34,5,0,9840881000,1,10000000,6,5000000,57,500000,176,100000,2326,30000,16748,10000,1,0,2,2,Y,L,LC,2,"1","3",1,"33",1,0,2,1,"32",119,"1022",25,LLCLC,8,5,20,,"6,32",2,33,"5 (00044: 21-28-31-34-35)",3,false,false,false,2026-05-11 13:11:23.027 +0700
T3,2025-07-22,"2","00048",7,10,26,28,33,2,0,8987906500,2,10000000,12,5000000,149,500000,296,100000,3905,30000,20093,10000,1,1,2,1,X,C,LL,3,,"7",1,"33",0,0,0,1,,104,"1121",6,LCCCL,11,10,20,,"6,32",2,32,"5 (00043: 9-14-28-33-35)",2,false,false,false,2026-05-11 13:11:23.028 +0700
T3,2025-07-22,"1","00047",3,14,16,21,25,5,0,7959332000,0,10000000,4,5000000,88,500000,198,100000,2424,30000,15042,10000,1,2,2,0,Y,L,LL,2,"3","3",1,,0,1,1,1,,79,"1220",33,LCCLL,4,14,20,,"6,32",2,31,"16 (00031: 2-3-12-14-22)",2,false,false,false,2026-05-11 13:11:23.028 +0700
